PNR,HFAUDD,year
27807818,3091,2015
76030626,5535,2015
30689658,7090,2015
96845454,8337,2015
21317756,8872,2015
28952363,8352,2015
82882069,8326,2015
39229917,9514,2015
64056821,8256,2015
59827227,3341,2015
86436239,5757,2015
43676344,0170,2015
47854212,6880,2015
16573080,8092,2015
08362931,7090,2015
61762997,9258,2015
75393391,8915,2015
63234031,8977,2015
39936990,6564,2015
74221722,5427,2015
77119472,8076,2015
33085295,3025,2015
23031776,6746,2015
88516776,0708,2015
61301171,5698,2015
70342703,7945,2015
90718909,7365,2015
28850367,8849,2015
76595841,5721,2015
00901023,8099,2015
34191167,5823,2015
06209489,8903,2015
77596111,7752,2015
71076227,5593,2015
06452234,8822,2015
70631042,6426,2015
96637493,6424,2015
55850457,5756,2015
43748028,3100,2015
74668269,8100,2015
77338608,8368,2015
79649250,3330,2015
57207704,8843,2015
60285755,5683,2015
83748043,9487,2015
50558277,8231,2015
19706366,8092,2015
85094737,8306,2015
26781936,7183,2015
72809355,8820,2015
91218553,8095,2015
71833219,3330,2015
27494703,7856,2015
16602585,3024,2015
43948707,6530,2015
70248357,5971,2015
33440269,8368,2015
31272891,3078,2015
51574350,8409,2015
62421857,9487,2015
31809136,8867,2015
93910049,8899,2015
09722374,9430,2015
51633378,8370,2015
15222538,8317,2015
26163734,5589,2015
07485346,8263,2015
85021138,8807,2015
55389051,5702,2015
56902600,3008,2015
60485145,9705,2015
38781649,5118,2015
74579018,9045,2015
29290286,8864,2015
95388929,3091,2015
86309817,7902,2015
71657144,6740,2015
93799226,5620,2015
03165734,8823,2015
72683568,6321,2015
11880580,8833,2015
36036687,3109,2015
58857646,3004,2015
46502223,9393,2015
15188356,5492,2015
60853256,8875,2015
25500613,6103,2015
48295355,5190,2015
40655798,8979,2015
67584349,6457,2015
97131613,7189,2015
20526733,0680,2015
14980023,7133,2015
33562454,7101,2015
43968862,6409,2015
43154456,8969,2015
89826004,8969,2015
63266122,8838,2015
82389461,8018,2015
87780551,8846,2015
71669699,8871,2015
11245359,8875,2015
75127243,6408,2015
27532960,5839,2015
45923656,7045,2015
86697626,9404,2015
12856981,5994,2015
29774268,8349,2015
12750428,7933,2015
42750669,3103,2015
28668905,0725,2015
02665943,6313,2015
69309367,5822,2015
80874100,5875,2015
62699043,3103,2015
62586209,5834,2015
17251160,5822,2015
65619635,9390,2015
99266056,9054,2015
97308131,3153,2015
78629357,8076,2015
57199872,8118,2015
51109246,3162,2015
17097116,8940,2015
75269298,0575,2015
52574464,5964,2015
74974215,3326,2015
90193382,6880,2015
91826115,9518,2015
53974149,9390,2015
39914153,3024,2015
58931197,5535,2015
32612467,5535,2015
31533136,0675,2015
01967412,8803,2015
01309436,3020,2015
91076076,8338,2015
25624770,3173,2015
87531158,8341,2015
08430036,5237,2015
80003927,7231,2015
96295873,7365,2015
23871814,3102,2015
04250762,5680,2015
37303156,8956,2015
35763333,8916,2015
50117731,8841,2015
04976337,5623,2015
11950956,5945,2015
43139485,3347,2015
62807254,8875,2015
24719565,5593,2015
21475928,5331,2015
17720377,3217,2015
06132959,5400,2015
48283468,5279,2015
14210282,8366,2015
52907559,8828,2015
29973164,3109,2015
92989237,8843,2015
52739667,8856,2015
97006663,5117,2015
95583351,8305,2015
04080304,5597,2015
43895100,9668,2015
52246823,5592,2015
52074234,8381,2015
11523218,7170,2015
03506560,7922,2015
34464594,6829,2015
89241321,5736,2015
63050152,6865,2015
90750044,5952,2015
18173541,3005,2015
37322898,5535,2015
86209807,8601,2015
51240400,3047,2015
50204576,8095,2015
14385586,8864,2015
99160572,3309,2015
73668189,5338,2015
92455886,7160,2015
51564739,3094,2015
58912419,8347,2015
28076754,5952,2015
84904473,8097,2015
00156205,9047,2015
48414048,6137,2015
34471126,5459,2015
90375974,5841,2015
78149111,5270,2015
29581644,7190,2015
21894881,9264,2015
77651346,5465,2015
66959996,6421,2015
88568965,7856,2015
32987144,8940,2015
76400500,0721,2015
00424603,7045,2015
76643099,7112,2015
61172656,9404,2015
20846824,7133,2015
77977595,7232,2015
15233242,8366,2015
84448899,5839,2015
05129178,7160,2015
14994476,5159,2015
86252376,0172,2015
10979072,7602,2015
00072870,6820,2015
25550325,9465,2015
56140708,8296,2015
58939914,8838,2015
19931794,8320,2015
05644617,7936,2015
97336810,6266,2015
03440012,6321,2015
36717697,8317,2015
61545475,8255,2015
23619087,9400,2015
48614842,5607,2015
82943030,6906,2015
84242950,8914,2015
25890183,5273,2015
86189233,6425,2015
50082763,6401,2015
54200724,8094,2015
87384384,5400,2015
05173265,9717,2015
13917494,5435,2015
61529587,0600,2015
07877960,5427,2015
62022903,5400,2015
83415195,9518,2015
25101188,6744,2015
32305990,9399,2015
95603039,5508,2015
52107317,8368,2015
33127281,6740,2015
52966627,8822,2015
39342765,8882,2015
45412903,8841,2015
54451282,0500,2015
99462821,5942,2015
37954221,6401,2015
75368857,9050,2015
53045455,8870,2015
52140706,3261,2015
45535710,7970,2015
86787415,5734,2015
90470108,6296,2015
84524387,5465,2015
58464598,5977,2015
98277128,5942,2015
60600901,8296,2015
51395590,8020,2015
53411076,7090,2015
41567600,7335,2015
31137409,8944,2015
52920017,8309,2015
33764293,8875,2015
42236680,6401,2015
08532599,6456,2015
56116398,7954,2015
13113170,8843,2015
13117633,9399,2015
33920238,9394,2015
50182753,5841,2015
85238997,6494,2015
80384091,3094,2015
21850249,7848,2015
81100532,8256,2015
27281848,3224,2015
19371710,3311,2015
13922214,8843,2015
91984521,5657,2015
43271117,7030,2015
36457032,5535,2015
66029643,7954,2015
15373951,8099,2015
62780128,9430,2015
11228009,8296,2015
71383664,7132,2015
46654545,8851,2015
31558234,8977,2015
12349008,9487,2015
23178186,8917,2015
12057300,3030,2015
71285792,8320,2015
50400534,3330,2015
73415005,8368,2015
36268784,3120,2015
16172624,9580,2015
34827786,8840,2015
81832386,3147,2015
42823928,8118,2015
07022668,6113,2015
65116157,8813,2015
43381292,7916,2015
42043190,6399,2015
43340536,8188,2015
76967263,9430,2015
87234666,3330,2015
64946398,8995,2015
11483974,5788,2015
01763703,5839,2015
61900483,9400,2015
66587434,9477,2015
11622447,8093,2015
98092922,7335,2015
67337259,8870,2015
66384583,5427,2015
82327761,8846,2015
39600517,6906,2015
05427214,8231,2015
73157142,5008,2015
00347171,6494,2015
31748132,9518,2015
74354294,5680,2015
96370491,6130,2015
60338901,3147,2015
52719634,8154,2015
18225034,9049,2015
24950228,5607,2015
35633337,3330,2015
08729813,3103,2015
18454853,8368,2015
88809461,5822,2015
79001643,8913,2015
70029194,5245,2015
74658217,8657,2015
49902139,5736,2015
98296033,3125,2015
07151321,3109,2015
24385762,8368,2015
62112757,8094,2015
67002237,5347,2015
30352465,8415,2015
82312446,6718,2015
99117456,3020,2015
69055026,6384,2015
75888442,5856,2015
90912281,7140,2015
81495984,9339,2015
57490191,0580,2015
95461654,7847,2015
72623702,8349,2015
77489590,3314,2015
33593583,9556,2015
26961315,7752,2015
13620555,6137,2015
53371034,6800,2015
89885882,5841,2015
64331398,5844,2015
51862223,6813,2015
37284469,6906,2015
14560719,8623,2015
57229884,3102,2015
37583475,9400,2015
31974040,3109,2015
27852595,7220,2015
22833311,8863,2015
38489953,5620,2015
97247557,9258,2015
27466008,8095,2015
21556046,8837,2015
28631715,9258,2015
05144865,5812,2015
84922946,8415,2015
73319337,5470,2015
99301587,6494,2015
83590031,5839,2015
26089030,8205,2015
63367754,8326,2015
11279865,8833,2015
98662660,9390,2015
53823365,0620,2015
15111597,5770,2015
76816129,3041,2015
93804063,9465,2015
63138053,9430,2015
23395143,5667,2015
29079369,5803,2015
80416811,8039,2015
04871896,7856,2015
16033928,5488,2015
26723142,9057,2015
24064734,5401,2015
31739882,7101,2015
50692133,7943,2015
82651564,0620,2015
05562032,3004,2015
61083205,5592,2015
54351358,5535,2015
93576223,3084,2015
79777320,8359,2015
69340747,3020,2015
28670708,8811,2015
02754597,5245,2015
79752383,8415,2015
95911517,6847,2015
03250472,8375,2015
10345544,6421,2015
49488720,8134,2015
83792623,5438,2015
21763058,9487,2015
15077691,6558,2015
40132288,3341,2015
14705501,5792,2015
45756134,6267,2015
49588840,8381,2015
50201181,3109,2015
03515762,5403,2015
87393702,5843,2015
51569346,5621,2015
59511897,3103,2015
03826820,6296,2015
36016607,8902,2015
00679780,7950,2015
51293753,3060,2015
30155977,6502,2015
32528341,6051,2015
56389742,6147,2015
70537980,6269,2015
18984000,7365,2015
63962587,8901,2015
19703977,5680,2015
59037174,7230,2015
83875067,6406,2015
71181760,5822,2015
19666717,5846,2015
00031090,6548,2015
42240249,7112,2015
60188611,3330,2015
87009354,5823,2015
87744765,8833,2015
75131889,6266,2015
44832512,8211,2015
22804520,8999,2015
73782533,5719,2015
64583716,8896,2015
50653180,5620,2015
15955884,6803,2015
13631338,5178,2015
39789561,9493,2015
44203607,8556,2015
28658426,7181,2015
51732072,5717,2015
29209744,8211,2015
70524044,0172,2015
81997287,6267,2015
83616448,3314,2015
42740058,5880,2015
27987295,9514,2015
67620696,6817,2015
10742933,5593,2015
64848358,5189,2015
31577923,8130,2015
36141035,5365,2015
98037597,7155,2015
17984531,8305,2015
85389660,7065,2015
51991494,8332,2015
47448091,0590,2015
02118802,3097,2015
77158376,8837,2015
55244475,9414,2015
48060884,5449,2015
25391245,8073,2015
06929875,8977,2015
12982191,3943,2015
84363893,0729,2015
48619091,7752,2015
10347324,0620,2015
19922901,8341,2015
62911453,6420,2015
73530753,6714,2015
86117013,5822,2015
85658016,7365,2015
89739771,9038,2015
48628128,8367,2015
77144290,6263,2015
67892919,5271,2015
59312365,3316,2015
35146319,8917,2015
36681854,6598,2015
49675012,7147,2015
69755402,8887,2015
58987763,6266,2015
44139523,8674,2015
61016330,8883,2015
15525160,5732,2015
09303560,6558,2015
56225517,8853,2015
81991739,7090,2015
35606936,8969,2015
44386756,5441,2015
82681430,3152,2015
73386726,5555,2015
52756582,3314,2015
06203360,8914,2015
11719975,6494,2015
84328954,8368,2015
81600487,3224,2015
25571708,8626,2015
29481393,3127,2015
69974706,5184,2015
77391813,3155,2015
93826203,3158,2015
20081086,6425,2015
03010707,7090,2015
66715449,6130,2015
86670716,5839,2015
05037615,3060,2015
32243686,6184,2015
97901102,8822,2015
27451612,9588,2015
68145275,6399,2015
80368658,8864,2015
63732355,6142,2015
94485673,6125,2015
08196445,5844,2015
67507746,8152,2015
32349461,8913,2015
85083022,3152,2015
64479151,3119,2015
27938889,7081,2015
97133322,3028,2015
56886420,5843,2015
05339067,6285,2015
63062636,9047,2015
65284543,5597,2015
44283986,5757,2015
87082577,5752,2015
60668686,5250,2015
14650137,6384,2015
15205642,8366,2015
05169036,6564,2015
48338399,6130,2015
10094658,7232,2015
07972758,9584,2015
90483945,8415,2015
46712272,6399,2015
51043605,8899,2015
05130212,7070,2015
69421546,8839,2015
83211349,7189,2015
33635410,5623,2015
34558580,3002,2015
35363604,8995,2015
96486193,3147,2015
81515786,3160,2015
44986522,7112,2015
61477861,5671,2015
48055546,3024,2015
72099053,5741,2015
52202764,5741,2015
84857943,7365,2015
75013103,7752,2015
44617050,3086,2015
51377400,3224,2015
49932818,9465,2015
40685514,8180,2015
40741226,3000,2015
74777867,8875,2015
71310268,5736,2015
43059364,5592,2015
93773756,7929,2015
10689435,6406,2015
73460920,5365,2015
50176175,8875,2015
15973237,3089,2015
31805412,7952,2015
54597559,7220,2015
75259245,8368,2015
54819894,5822,2015
87138289,7140,2015
88167285,9416,2015
24482570,8999,2015
28166964,7945,2015
54057828,9174,2015
42600636,3347,2015
75586779,9518,2015
49353418,8970,2015
51241327,8835,2015
90278413,5939,2015
74607426,3311,2015
65218306,5962,2015
88912970,7847,2015
94664510,8999,2015
44143370,3019,2015
31105770,3005,2015
69222149,8807,2015
47917104,8896,2015
84354246,8838,2015
28548469,0680,2015
76269293,8554,2015
47181961,5757,2015
03579249,3163,2015
74567957,8345,2015
20858902,5359,2015
39344548,8843,2015
49879725,0179,2015
50074430,8265,2015
15201096,8026,2015
17120807,3104,2015
23823022,8907,2015
95293769,8081,2015
42051179,5341,2015
69154172,6991,2015
93932237,3155,2015
64203292,8076,2015
40682806,6399,2015
22964113,7365,2015
74384574,3105,2015
58394306,8330,2015
57758257,7752,2015
97717408,9404,2015
69838511,5615,2015
06879274,3125,2015
99045610,5928,2015
36682791,8803,2015
20398551,8403,2015
26514368,3005,2015
28031642,8352,2015
35038342,7070,2015
66126066,9047,2015
00842483,3035,2015
14276695,5166,2015
75011609,3330,2015
56930752,3309,2015
99004183,8969,2015
23379056,6262,2015
41900015,9518,2015
29006177,6266,2015
70223612,8841,2015
42754235,8353,2015
39915249,5465,2015
44732966,8326,2015
32152544,8937,2015
61856782,5596,2015
19472580,9414,2015
08248645,5963,2015
47696087,8317,2015
05869415,5210,2015
54845411,8810,2015
02587444,6642,2015
14093457,3331,2015
11657088,6542,2015
85084039,8883,2015
47499393,8149,2015
75273268,9430,2015
86468301,7090,2015
48458543,5941,2015
20271395,8560,2015
75308028,9686,2015
12120839,8931,2015
26196896,3091,2015
23793489,8843,2015
97522433,0559,2015
67248512,5403,2015
67876685,8256,2015
37478502,8853,2015
06192728,8843,2015
61411799,5435,2015
72312072,7946,2015
18793556,6105,2015
02994914,8838,2015
19911332,7189,2015
42011107,3334,2015
36936455,6105,2015
13272755,8901,2015
84937586,8840,2015
93333903,5336,2015
64789211,5387,2015
88755876,5153,2015
29357626,0729,2015
78627544,5237,2015
63691229,8205,2015
23431497,6158,2015
59494396,3119,2015
98507065,4800,2015
96039358,5210,2015
11105772,8326,2015
55161349,5944,2015
58783132,5718,2015
17688305,7045,2015
85984216,8263,2015
73756989,5875,2015
68466270,8883,2015
68476436,6269,2015
67238966,8079,2015
94082948,5844,2015
06772593,8095,2015
48134106,8329,2015
99197915,5237,2015
68867921,9264,2015
74803314,3091,2015
24297475,8912,2015
85958582,8820,2015
35094720,5534,2015
52602603,3106,2015
16003113,9057,2015
08335076,8275,2015
78747261,8345,2015
51812442,8969,2015
54375917,9038,2015
48250336,8416,2015
13153333,8234,2015
84322752,9225,2015
42656595,6145,2015
60614725,5535,2015
86066281,6417,2015
04614693,5964,2015
63355320,3309,2015
91139761,8020,2015
07939768,8927,2015
75355425,5114,2015
94776737,9416,2015
16879723,6716,2015
79431356,7929,2015
30192577,5435,2015
52636025,7900,2015
28224422,4800,2015
87553804,8839,2015
78817403,6425,2015
19334437,3139,2015
34063261,9035,2015
26494738,6458,2015
80810988,8076,2015
81947467,5822,2015
97841648,7090,2015
56173871,8346,2015
91494582,8381,2015
89485151,5816,2015
14983588,3053,2015
71988480,7365,2015
46261626,8231,2015
32689139,8311,2015
27236964,8228,2015
15118342,8887,2015
06090600,8381,2015
67809801,7945,2015
25773193,8353,2015
52724069,8296,2015
04850951,5606,2015
09591513,8969,2015
90547781,8849,2015
80136382,5592,2015
70816455,6865,2015
67309817,8822,2015
10105805,5387,2015
77827034,8322,2015
85463948,5596,2015
27201214,8346,2015
63277306,6322,2015
21099466,8841,2015
10818617,7160,2015
26769765,8296,2015
82971918,8322,2015
49881057,9668,2015
91814991,7101,2015
21748686,8370,2015
63312903,6818,2015
38703487,5444,2015
04683185,5967,2015
53203004,6906,2015
89731107,3023,2015
01083572,3106,2015
10959786,5717,2015
36912364,9390,2015
73184670,6321,2015
37853083,5923,2015
47614307,0680,2015
32296063,7160,2015
14512151,5365,2015
96831410,5589,2015
44344211,8970,2015
82210391,3326,2015
98172725,8325,2015
23788873,8883,2015
08838052,8336,2015
69218310,5597,2015
02876487,9050,2015
91120612,6504,2015
49819094,5060,2015
06830368,3095,2015
15875164,8320,2015
96536479,0726,2015
02662416,6818,2015
86856717,8205,2015
84444914,8300,2015
74059504,6100,2015
52988479,5128,2015
20860682,3047,2015
37125539,8381,2015
15905441,9050,2015
65128203,7335,2015
75927357,7849,2015
43295796,9416,2015
25124950,5798,2015
40127560,7147,2015
79184554,8902,2015
34242380,6125,2015
33388491,5716,2015
79467194,0695,2015
16620370,3134,2015
65506516,6384,2015
59392904,5621,2015
43200431,8522,2015
96247883,5534,2015
20907481,8073,2015
43674921,8892,2015
85980925,3084,2015
87010116,8843,2015
32186522,5757,2015
56236915,5661,2015
43369424,8305,2015
71948124,7934,2015
47713101,7116,2015
39872924,8892,2015
39524087,8019,2015
83678151,0176,2015
10343409,5823,2015
14737721,8822,2015
51189362,9050,2015
50182320,3060,2015
01842346,8863,2015
18402932,3077,2015
40924823,7183,2015
80772702,5403,2015
69376811,8810,2015
66160149,7362,2015
78029553,7160,2015
06382663,9487,2015
70624501,8856,2015
10194795,8211,2015
96856005,8386,2015
94881971,5620,2015
79144725,6270,2015
08802517,8956,2015
39824049,8211,2015
52559140,3307,2015
50807282,9430,2015
46359219,5485,2015
36779437,3005,2015
77728756,5273,2015
66981824,7090,2015
32950208,8157,2015
61812664,8321,2015
25302350,8868,2015
96210263,8381,2015
06245878,5245,2015
90933235,7138,2015
44992881,6880,2015
30785833,8853,2015
12721295,8637,2015
87482383,9035,2015
57740263,5620,2015
46881062,5271,2015
96675997,9584,2015
51074339,0179,2015
01414672,6418,2015
42201713,5435,2015
90372190,5534,2015
16161447,3091,2015
87860627,6418,2015
07810145,8841,2015
65718407,5250,2015
16477367,8333,2015
48922783,8843,2015
44690615,8366,2015
53922684,5364,2015
04480520,0630,2015
64697245,8154,2015
37078521,0154,2015
39230786,3134,2015
07078909,8859,2015
66570084,8813,2015
80873611,9518,2015
48025442,6574,2015
45794653,7112,2015
64963628,8305,2015
73342532,9477,2015
98013668,3147,2015
83138443,9390,2015
48230899,7952,2015
60060645,9225,2015
34987169,5508,2015
61040015,3020,2015
93407163,8234,2015
09618302,6426,2015
31659861,7324,2015
39378537,5273,2015
21576659,6930,2015
99066515,9225,2015
12885777,6263,2015
10846217,8368,2015
94573591,3020,2015
35006151,8552,2015
12896008,5245,2015
24102922,9045,2015
80413629,5736,2015
83768142,5117,2015
09422090,6321,2015
22374593,5309,2015
82375369,8625,2015
30821956,5153,2015
67597895,3035,2015
88593459,7116,2015
92967114,7147,2015
21831662,6592,2015
63646423,8381,2015
40366285,7220,2015
02229944,3347,2015
98279720,5822,2015
35347893,5533,2015
71580478,8840,2015
51175314,8325,2015
38322108,8231,2015
40762158,7090,2015
24209719,8994,2015
70194891,3086,2015
12389538,6321,2015
97622103,8415,2015
32648049,7954,2015
26974946,5535,2015
20604031,7231,2015
94197005,7936,2015
18520805,8972,2015
82320934,7230,2015
26022768,6399,2015
16424610,5942,2015
89364979,6384,2015
97538582,5741,2015
16012553,6599,2015
57442289,7030,2015
58576054,8956,2015
84471771,8971,2015
93278867,7063,2015
90919929,8902,2015
39754929,8296,2015
33178587,9518,2015
34934477,7138,2015
80371383,6101,2015
81801766,8263,2015
43424076,6130,2015
31004755,6401,2015
06316604,6322,2015
34280716,5616,2015
62563800,6406,2015
56649498,3007,2015
48583281,9390,2015
24380912,7030,2015
53421120,8919,2015
44050103,8306,2015
67182651,7090,2015
54976841,8256,2015
73035701,9487,2015
31831177,8317,2015
01141134,7365,2015
71136451,5534,2015
90246794,0703,2015
54634493,9054,2015
80272433,7138,2015
26500307,3060,2015
51312926,3330,2015
55338632,8095,2015
50403455,7045,2015
95043009,6716,2015
74492268,6820,2015
17890067,8148,2015
86097540,5245,2015
72354105,5270,2015
80539297,6408,2015
84222966,9465,2015
02602419,3871,2015
72843041,3122,2015
40951694,5839,2015
98560142,6853,2015
14802827,6744,2015
74196477,8843,2015
72216752,7065,2015
75808762,8896,2015
89314471,0173,2015
50135276,6267,2015
72934759,8623,2015
32425858,8624,2015
22292627,8322,2015
17522997,5427,2015
42221729,8257,2015
84285570,3125,2015
91004190,6456,2015
01741235,3060,2015
46329702,7181,2015
23538681,8937,2015
77133405,3035,2015
50125202,3029,2015
49203127,5400,2015
77851882,8309,2015
21048733,7365,2015
81337710,3109,2015
63659492,3035,2015
00876403,3020,2015
99202008,5535,2015
12244236,6409,2015
53288773,8969,2015
59317506,7160,2015
07290959,8884,2015
45031995,8168,2015
31662129,8114,2015
17612050,5657,2015
26647471,3147,2015
44681963,3153,2015
49707221,6906,2015
90352278,6145,2015
15858106,8415,2015
00985895,8972,2015
86762786,9465,2015
37340835,8822,2015
57565584,8913,2015
25592725,3047,2015
06254640,0620,2015
67592670,6398,2015
03388774,6409,2015
80804959,8232,2015
29478536,4801,2015
92808402,5245,2015
98753991,6679,2015
79423053,3311,2015
88222079,8915,2015
55182190,8368,2015
53164157,8871,2015
87882639,5596,2015
56113968,8415,2015
37810141,8368,2015
61012082,7754,2015
45122242,6398,2015
52111676,6890,2015
41971881,7045,2015
07162582,5224,2015
66789323,5770,2015
27711535,9047,2015
80380564,8958,2015
31698292,7131,2015
44596498,8977,2015
77058663,8838,2015
38727589,7045,2015
09435909,5823,2015
07892273,8813,2015
70911079,8970,2015
72361015,9051,2015
41174660,9465,2015
29865883,8916,2015
74336507,3160,2015
85737168,9174,2015
57698699,6847,2015
62964137,8897,2015
99362777,9049,2015
24261095,8338,2015
37055761,8416,2015
75143752,8345,2015
11014329,9400,2015
73658722,9174,2015
13215142,5687,2015
40739767,8256,2015
75178261,5593,2015
43275845,6818,2015
36394158,0721,2015
89681062,3030,2015
30825844,6810,2015
00249929,8901,2015
60193844,8360,2015
79558612,3220,2015
10962434,7934,2015
81881860,5839,2015
74975804,8903,2015
65733928,5822,2015
25817129,6417,2015
09696481,8336,2015
58045443,8326,2015
97928537,9430,2015
83346193,3030,2015
90075344,6105,2015
53534346,7090,2015
46002815,9416,2015
91294451,3142,2015
06610669,3086,2015
47681386,6494,2015
81346036,9465,2015
53416372,9390,2015
17783597,0726,2015
82662351,9050,2015
50119524,8381,2015
15120349,8863,2015
97579595,5255,2015
64395236,6417,2015
74726659,8099,2015
11569635,8097,2015
27576054,8876,2015
22875163,9038,2015
83403312,8634,2015
82429791,7045,2015
02745897,6401,2015
69666046,5589,2015
42905893,6401,2015
01576218,8093,2015
76523915,9430,2015
60417869,8956,2015
00677532,8216,2015
49480572,8875,2015
69112613,9054,2015
70496599,8079,2015
96357121,8873,2015
67130398,9414,2015
41324301,8906,2015
42910639,8156,2015
98593654,5431,2015
55341439,8235,2015
10459288,3314,2015
95225463,5592,2015
86960279,0159,2015
20865980,5839,2015
70617703,9717,2015
42493234,0520,2015
07133623,8211,2015
24746169,5945,2015
01472437,7030,2015
50653549,7220,2015
51126659,9465,2015
39562925,6740,2015
34061163,5731,2015
59177958,8380,2015
91894201,3104,2015
80668316,5534,2015
26093955,8897,2015
14239617,9224,2015
91962888,6113,2015
60693818,9556,2015
99160745,3030,2015
88149032,8073,2015
10566183,9047,2015
83891904,5111,2015
01733087,3810,2015
03885242,9037,2015
95036909,6718,2015
97976518,8917,2015
36632597,5963,2015
86331094,8415,2015
19090250,8345,2015
17085271,8828,2015
22025989,7145,2015
93773131,5841,2015
47398404,8330,2015
48721928,9410,2015
15246505,9504,2015
44837838,0525,2015
57107843,9051,2015
58912244,0175,2015
71577212,8899,2015
73997649,5839,2015
97297128,7145,2015
42175064,5551,2015
52059160,8359,2015
37091245,7754,2015
76831403,5128,2015
10351906,8634,2015
65697090,8970,2015
47173531,6614,2015
80662972,8820,2015
83154954,8368,2015
31783491,5788,2015
33846568,8352,2015
83324319,6716,2015
13312399,5770,2015
94414022,7365,2015
95945962,8970,2015
16311797,3127,2015
94192403,3099,2015
12131694,3810,2015
82289758,8300,2015
36909986,6542,2015
40238272,9339,2015
44561883,3005,2015
96221026,5315,2015
98073460,5118,2015
20022196,5210,2015
24420857,6269,2015
38440787,0702,2015
29010336,9041,2015
86504190,6418,2015
28509913,5658,2015
63667879,8415,2015
31171116,7070,2015
32275606,8820,2015
24376206,5465,2015
90152358,5968,2015
89254318,8994,2015
81349116,5967,2015
96570189,8092,2015
58373633,6839,2015
02169761,5257,2015
12167057,8634,2015
00717874,5788,2015
99797641,8105,2015
00341723,7232,2015
44380443,9686,2015
37974263,6494,2015
53911368,8326,2015
13400121,3091,2015
60277689,5243,2015
18578457,8866,2015
62192781,7852,2015
80761479,8186,2015
25651665,6296,2015
50634065,6125,2015
56127747,8094,2015
21042007,3160,2015
99336495,3162,2015
10156595,3155,2015
35918951,5491,2015
58421097,8833,2015
08178653,5620,2015
07949254,7906,2015
94643451,5812,2015
63991897,8272,2015
43782477,5774,2015
84400450,6425,2015
76863951,0695,2015
40848711,6813,2015
30749031,7112,2015
51848515,7160,2015
69122994,8901,2015
68254258,8353,2015
07684415,9491,2015
40210528,5436,2015
20070074,9390,2015
33032460,5444,2015
80387086,9398,2015
63106525,9414,2015
05080412,5943,2015
17767169,8828,2015
64378211,5716,2015
47429823,8916,2015
52158620,8346,2015
39501155,8849,2015
07783616,5477,2015
73720839,9258,2015
93816180,7045,2015
85552298,8370,2015
66914561,3153,2015
60054781,8563,2015
94508076,9414,2015
85475102,8095,2015
86697191,7090,2015
67956452,9174,2015
95697849,3011,2015
52709500,7133,2015
46618605,3147,2015
12321533,9465,2015
39562981,5839,2015
70046179,5446,2015
41760134,8075,2015
81357865,8866,2015
78583845,6746,2015
73404986,6137,2015
78529803,5365,2015
45589509,7045,2015
65624936,8868,2015
65781269,7335,2015
53985296,8381,2015
30562282,5465,2015
36583987,9487,2015
71676768,6456,2015
94101595,5449,2015
57903876,9404,2015
28351357,5813,2015
85842113,7945,2015
31185808,9394,2015
60660447,7190,2015
40881706,8095,2015
79746011,0725,2015
48429835,8503,2015
58579840,3086,2015
91432549,6266,2015
80187448,7155,2015
01821576,6930,2015
32797480,5589,2015
44851552,3086,2015
83694433,3326,2015
15610310,6861,2015
83001392,8368,2015
24893442,5717,2015
79223322,0726,2015
69386753,7335,2015
37221875,6005,2015
23978681,8822,2015
00200697,5449,2015
09562285,7220,2015
17597272,9481,2015
30677173,8263,2015
78401004,3035,2015
77485530,6420,2015
11181820,9035,2015
69320624,8875,2015
00301836,6267,2015
29050261,6418,2015
17697299,5841,2015
14179126,8813,2015
45228262,3160,2015
95928840,3334,2015
43902656,6048,2015
62472806,8134,2015
54947961,9047,2015
46308874,9258,2015
39788359,6048,2015
93341792,8402,2015
24882063,3028,2015
70303611,8887,2015
54220684,8851,2015
12772327,8867,2015
25096224,6718,2015
70069820,8912,2015
29344573,8332,2015
03357096,9054,2015
64734606,5957,2015
75589670,5658,2015
52170797,6726,2015
15847783,8838,2015
32980490,8937,2015
30168892,6853,2015
20832800,5449,2015
89265832,5485,2015
38902396,5856,2015
04845343,8918,2015
11987916,8876,2015
53582684,7314,2015
87150598,7851,2015
20403928,6426,2015
39130717,8859,2015
77343171,7862,2015
62491013,9047,2015
85400909,5226,2015
64781037,8856,2015
69984041,6417,2015
37456733,0840,2015
08012284,8363,2015
44263069,5552,2015
13847232,5243,2015
73936606,6604,2015
81388784,7952,2015
66658321,8914,2015
66428865,5927,2015
22077623,9047,2015
07644170,8840,2015
23597233,7901,2015
98696075,5492,2015
41763035,6847,2015
93527002,8873,2015
64919685,3314,2015
36366118,0695,2015
78113409,3810,2015
50500914,8368,2015
75361340,8956,2015
23383065,3224,2015
05930256,7186,2015
36275917,3810,2015
27597048,7427,2015
35000339,4084,2015
43114410,8813,2015
16273393,8041,2015
38304168,6107,2015
77848554,8887,2015
99474044,3108,2015
05891750,8995,2015
23725461,8338,2015
34726106,6599,2015
05102290,5271,2015
53006299,8346,2015
87874519,8321,2015
04445634,9514,2015
52416970,5822,2015
28388040,8838,2015
16971974,5273,2015
50884748,7220,2015
84735268,9038,2015
08525215,8807,2015
91241153,8859,2015
76286669,8381,2015
59340812,4800,2015
84283263,8851,2015
81700175,5680,2015
97985457,7065,2015
12616018,3012,2015
32088107,5811,2015
28801620,8839,2015
79498542,3060,2015
10814518,6398,2015
